0.9761154654427326,09:30:00.000
0.9775728488327173,09:31:00.000
0.978464548146426,09:32:00.000
0.97934009028065,09:33:00.000
0.9800968416325857,09:34:00.000
0.9805761131455396,09:35:00.000
0.9810827497685622,09:36:00.000
0.9813859927666085,09:37:00.000
0.9816981168453367,09:38:00.000
0.9826703680251396,09:39:00.000
0.9829747995942354,09:40:00.000
0.9838797374092242,09:41:00.000
0.9847120510058266,09:42:00.000
0.9850505480274965,09:43:00.000
0.9852827806301072,09:44:00.000
0.9860123006795658,09:45:00.000
0.9861088938540022,09:46:00.000
0.9865374557228143,09:47:00.000
0.9870296327138096,09:48:00.000
0.987281653711151,09:49:00.000
0.9874411617551602,09:51:00.000
0.9875292382611548,09:50:00.000
0.9880929894672358,09:52:00.000
0.9886067302928446,09:53:00.000
0.9889463683709985,09:54:00.000
0.9893850890031268,09:55:00.000
0.9898410474091669,09:56:00.000
0.9898841475406199,09:59:00.000
0.9899378009923616,09:57:00.000
0.989986268387892,09:58:00.000
0.9900751703706929,10:41:00.000
0.9901609297330797,10:42:00.000
0.9902465331716195,10:00:00.000
0.9903460465110373,10:46:00.000
0.990425176704513,10:43:00.000
0.9904450049921457,10:44:00.000
0.9904523437105212,10:40:00.000
0.9904842095904627,10:47:00.000
0.9905048706877783,10:45:00.000
0.9905783750896724,10:22:00.000
0.9906043752995969,10:39:00.000
0.9906288845163822,10:48:00.000
0.9906309402509392,10:24:00.000
0.9906483384002382,10:23:00.000
0.9906627935497688,10:02:00.000
0.9906857943266828,10:21:00.000
0.9906896588283249,10:01:00.000
0.9906948057661028,10:34:00.000
0.9907098949879605,10:25:00.000
0.9907426703844573,10:33:00.000
0.9907488665392598,10:38:00.000
0.9907546968862979,10:20:00.000
0.9908177818189355,10:49:00.000
0.9908630970700238,10:19:00.000
0.990901414455666,10:37:00.000
0.9909129828068266,10:32:00.000
0.9909281880377233,10:35:00.000
0.9909485691946114,10:07:00.000
0.9909584709717656,10:26:00.000
0.9909967832028339,10:16:00.000
0.9909981940174193,10:17:00.000
0.9910154218558352,10:50:00.000
0.9910276978731867,10:18:00.000
0.9910586214535991,10:27:00.000
0.9910758687320113,10:36:00.000
0.9910893286455895,10:03:00.000
0.9910969947966503,10:28:00.000
0.9911189129016498,10:29:00.000
0.9911923035688298,10:51:00.000
0.991213860450516,10:06:00.000
0.9912221383528499,10:15:00.000
0.9912230307041131,10:52:00.000
0.9912384565120285,10:31:00.000
0.9912542744753314,10:04:00.000
0.9912772492909592,10:54:00.000
0.9912949408718615,10:53:00.000
0.991308048773506,10:08:00.000
0.9913096873828673,11:02:00.000
0.9913301018286601,10:55:00.000
0.9913390775320022,10:56:00.000
0.991348374971464,10:30:00.000
0.9913689977397737,10:05:00.000
0.9913929750864415,11:01:00.000
0.9914216799591863,11:03:00.000
0.991424733224536,10:09:00.000
0.9915067036215554,10:10:00.000
0.991516605784244,11:10:00.000
0.9915249547151908,10:57:00.000
0.9915633195076744,10:14:00.000
0.9915825019288788,11:04:00.000
0.9915837815587667,11:05:00.000
0.9915863573577449,11:06:00.000
0.9916115391076616,10:13:00.000
0.9916235429119691,10:11:00.000
0.9916387418916731,11:08:00.000
0.9916403694963675,10:12:00.000
0.9916503952745037,11:12:00.000
0.9916543787329422,11:11:00.000
0.9916755827120007,11:00:00.000
0.9916849401235539,10:58:00.000
0.9916902941143029,11:09:00.000
0.9916963888532154,11:07:00.000
